ycpu,endpoint,id,instance,job,metrics_path,namespace,node,pod,service,value
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.07598789974380571
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.071738409153591
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.07469677860878919
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.07466970828051142
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.07725846383885744
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.07722376737022044
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.07693360177844888
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.07627785484571942
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.07643675612602097
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.07856343382676614
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.07864182940103649
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.07871357163800008
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.07972944199706307
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.0794717262107139
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.07703809943498172
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.07336321285574178
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.07556121239017813
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.07598342825761849
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.07446347586092097
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.07441373251122238
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.07419322961109213
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.0702196738654601
